task,dataset,image,sigma255,method,transition,dx,dy,klt_survival,klt_epe,klt_bad1,klt_bad3,farneback_epe,farneback_median_epe,farneback_bad1,farneback_bad3,farneback_bias_dx,farneback_bias_dy
tracking_flow,kodak24,kodim01,20,pm_diff_val,0.0,2.0,1.0,1.0,0.21525536477565765,0.011278195488721804,0.007518796992481203,0.18424828350543976,0.15478694438934326,0.00017593244194229416,0.0,0.009079238399863243,-0.0015963201876729727
tracking_flow,kodak24,kodim01,20,pm_diff_val,1.0,2.0,1.0,1.0,0.16467878222465515,0.0,0.0,0.16598616540431976,0.14070069789886475,0.0,0.0,-0.010643651708960533,-0.029273783788084984
tracking_flow,kodak24,kodim01,20,pm_diff_val,2.0,2.0,1.0,1.0,0.16492901742458344,0.0,0.0,0.18163157999515533,0.1504993438720703,0.0007330518414262257,0.0,-0.03646539896726608,-0.032182589173316956
tracking_flow,kodak24,kodim01,20,pm_diff_val,3.0,2.0,1.0,1.0,0.16275043785572052,0.0,0.0,0.16429296135902405,0.14518940448760986,0.0,0.0,0.01694473996758461,0.022882921621203423
tracking_flow,kodak24,kodim01,20,pm_diff_val,4.0,2.0,1.0,1.0,0.1756221503019333,0.0,0.0,0.17825710773468018,0.15293078124523163,0.0,0.0,-0.0094537902623415,-0.02483217604458332
tracking_flow,kodak24,kodim01,20,pm_diff_val,5.0,2.0,1.0,1.0,0.1830979287624359,0.0036363636363636364,0.0036363636363636364,0.17554716765880585,0.14926868677139282,0.0,0.0,0.02464262582361698,0.007203223649412394
tracking_flow,kodak24,kodim01,20,pm_diff_val,6.0,2.0,1.0,1.0,0.1711786836385727,0.0,0.0,0.17407111823558807,0.15561923384666443,0.0,0.0,-0.028280124068260193,-0.007789920549839735
tracking_flow,kodak24,kodim01,20,wavelet_bayes,0.0,2.0,1.0,1.0,0.2282077819108963,0.007518796992481203,0.0037593984962406013,0.19670119881629944,0.16980838775634766,0.002551020408163265,0.0,-0.006553327664732933,-0.01911451853811741
tracking_flow,kodak24,kodim01,20,wavelet_bayes,1.0,2.0,1.0,1.0,0.16950079798698425,0.003745318352059925,0.0,0.1848129779100418,0.16282472014427185,0.0,0.0,0.003070536069571972,-0.02605574205517769
tracking_flow,kodak24,kodim01,20,wavelet_bayes,2.0,2.0,1.0,1.0,0.17911094427108765,0.0,0.0,0.209358349442482,0.18606427311897278,0.0,0.0,-0.06622510403394699,-0.04496198147535324
tracking_flow,kodak24,kodim01,20,wavelet_bayes,3.0,2.0,1.0,1.0,0.17146237194538116,0.0,0.0,0.18700581789016724,0.16959969699382782,0.0,0.0,0.04094897210597992,0.017952311784029007
tracking_flow,kodak24,kodim01,20,wavelet_bayes,4.0,2.0,1.0,1.0,0.18139061331748962,0.0,0.0,0.2116798460483551,0.19047357141971588,0.0,0.0,-0.042556483298540115,-0.033304937183856964
tracking_flow,kodak24,kodim01,20,wavelet_bayes,5.0,2.0,1.0,1.0,0.1959107667207718,0.0036363636363636364,0.0036363636363636364,0.2047671228647232,0.17670711874961853,0.0,0.0,0.026628119871020317,0.0033055772073566914
tracking_flow,kodak24,kodim01,20,wavelet_bayes,6.0,2.0,1.0,1.0,0.17220643162727356,0.0,0.0,0.183153435587883,0.16638754308223724,0.0,0.0,-0.033637795597314835,-0.01070663332939148
tracking_flow,kodak24,kodim01,20,nlm,0.0,2.0,1.0,1.0,0.2658083438873291,0.011278195488721804,0.007518796992481203,0.1786661148071289,0.14431032538414001,0.002492376260849167,0.0,-0.007071362808346748,0.012572734616696835
tracking_flow,kodak24,kodim01,20,nlm,1.0,2.0,1.0,1.0,0.17140188813209534,0.003745318352059925,0.003745318352059925,0.18616792559623718,0.14319908618927002,0.0038118695754163733,0.0,-0.043486882001161575,-0.048758894205093384
tracking_flow,kodak24,kodim01,20,nlm,2.0,2.0,1.0,1.0,0.14600077271461487,0.0,0.0,0.18390381336212158,0.13753336668014526,0.008386113065916022,0.0,-0.033675383776426315,-0.021162481978535652
tracking_flow,kodak24,kodim01,20,nlm,3.0,2.0,1.0,1.0,0.13986429572105408,0.0036101083032490976,0.0,0.16660839319229126,0.12688995897769928,0.0038998357963875205,0.0,-0.033595237880945206,0.0105579923838377
