task,dataset,image,quality,method,bpp,psnr,ssim,grad_corr,grad_mae,tv_input,tv_output
jpeg_compression,kodak24,kodim01,50,pm_diff_val,0.9634502923976608,25.026223941575036,0.6523730158805847,0.8724140524864197,0.03670467436313629,0.35744088888168335,0.05714850872755051
jpeg_compression,kodak24,kodim01,70,pm_diff_val,1.2722953216374269,25.195745603300217,0.66374272108078,0.8789946436882019,0.0362306572496891,0.35744088888168335,0.05664040893316269
jpeg_compression,kodak24,kodim01,10,wavelet_bayes,0.4422514619883041,23.81016454281507,0.5875063538551331,0.8353539705276489,0.03765999525785446,0.35744088888168335,0.07229087501764297
jpeg_compression,kodak24,kodim01,20,wavelet_bayes,0.6610014619883041,25.241651516543836,0.6604845523834229,0.8959389925003052,0.03174250200390816,0.35744088888168335,0.08205999433994293
jpeg_compression,kodak24,kodim01,30,wavelet_bayes,0.8411915204678363,25.639538642469795,0.6815814971923828,0.9043135046958923,0.031039152294397354,0.35744088888168335,0.08387777209281921
jpeg_compression,kodak24,kodim01,50,wavelet_bayes,1.15625,26.015550162471097,0.699809730052948,0.9134714007377625,0.029684875160455704,0.35744088888168335,0.08785426616668701
jpeg_compression,kodak24,kodim01,70,wavelet_bayes,1.5902777777777777,26.169223410346415,0.7106423377990723,0.9164873361587524,0.029171830043196678,0.35744088888168335,0.09251176565885544
jpeg_compression,kodak24,kodim01,10,nlm,0.4053362573099415,23.643964459192695,0.5028079152107239,0.801569938659668,0.04171096533536911,0.35744088888168335,0.059950824826955795
jpeg_compression,kodak24,kodim01,20,nlm,0.5586622807017544,24.945694584545283,0.5715205669403076,0.8592603802680969,0.03680768609046936,0.35744088888168335,0.06217335909605026
jpeg_compression,kodak24,kodim01,30,nlm,0.6864035087719298,25.37872677086666,0.5975149273872375,0.8712359070777893,0.03556879609823227,0.35744088888168335,0.061747752130031586
jpeg_compression,kodak24,kodim01,50,nlm,0.8967470760233918,25.85901603606709,0.6230648159980774,0.8826124668121338,0.03437976539134979,0.35744088888168335,0.06090901419520378
jpeg_compression,kodak24,kodim01,70,nlm,1.1842105263157894,26.136102148670265,0.640777587890625,0.8885406255722046,0.033756572753190994,0.35744088888168335,0.060884989798069
jpeg_compression,kodak24,kodim01,10,bm3d,0.5054824561403509,24.462088331587108,0.6509513258934021,0.8903833031654358,0.03134222328662872,0.35744088888168335,0.09877678006887436
jpeg_compression,kodak24,kodim01,20,bm3d,0.7342836257309941,26.257398201282133,0.7319207191467285,0.9343558549880981,0.024742059409618378,0.35744088888168335,0.10031269490718842
jpeg_compression,kodak24,kodim01,30,bm3d,0.9067982456140351,27.026019848124086,0.766139030456543,0.9444858431816101,0.02282070368528366,0.35744088888168335,0.1009172573685646
jpeg_compression,kodak24,kodim01,50,bm3d,1.1898757309941521,27.871659368705078,0.7958605885505676,0.9546893835067749,0.020778601989150047,0.35744088888168335,0.10176357626914978
jpeg_compression,kodak24,kodim01,70,bm3d,1.5347222222222223,28.439880784139937,0.8181716799736023,0.9596210718154907,0.01960768550634384,0.35744088888168335,0.10109399259090424
jpeg_compression,kodak24,kodim01,10,fdncnn_color,0.5118786549707602,24.436030820521356,0.6536567807197571,0.8956525921821594,0.030913133174180984,0.35744088888168335,0.10148696601390839
jpeg_compression,kodak24,kodim01,20,fdncnn_color,0.7582236842105263,26.294871645264507,0.7378708720207214,0.9377585053443909,0.024164557456970215,0.35744088888168335,0.1030210331082344
jpeg_compression,kodak24,kodim01,30,fdncnn_color,0.9342105263157895,27.061357623347373,0.7709346413612366,0.9483551979064941,0.02206440083682537,0.35744088888168335,0.10435751080513
jpeg_compression,kodak24,kodim01,50,fdncnn_color,1.2262426900584795,27.924411724956872,0.7990264296531677,0.9581249356269836,0.01999034732580185,0.35744088888168335,0.10463721305131912
jpeg_compression,kodak24,kodim01,70,fdncnn_color,1.587171052631579,28.506368677598818,0.821505606174469,0.9627987742424011,0.01881636679172516,0.35744088888168335,0.10448142141103745
jpeg_compression,kodak24,kodim01,10,ectv_fdncnn,0.5118786549707602,24.436030820521356,0.6536567807197571,0.8956525921821594,0.030913133174180984,0.35744088888168335,0.10148696601390839
jpeg_compression,kodak24,kodim01,20,ectv_fdncnn,0.7582236842105263,26.294871645264507,0.7378708720207214,0.9377585053443909,0.024164557456970215,0.35744088888168335,0.1030210331082344
jpeg_compression,kodak24,kodim01,30,ectv_fdncnn,0.9342105263157895,27.061357623347373,0.7709346413612366,0.9483551979064941,0.02206440083682537,0.35744088888168335,0.10435751080513
jpeg_compression,kodak24,kodim01,50,ectv_fdncnn,1.2262426900584795,27.924411724956872,0.7990264296531677,0.9581249356269836,0.01999034732580185,0.35744088888168335,0.10463721305131912
jpeg_compression,kodak24,kodim01,70,ectv_fdncnn,1.587171052631579,28.506368677598818,0.821505606174469,0.9627987742424011,0.01881636679172516,0.35744088888168335,0.10448142141103745
