task,dataset,image,sigma255,method,edge_precision,edge_recall,edge_f1,edge_density,pred_edge_count,ref_edge_count,canny_sigma,canny_low,canny_high,tolerance_px,edge_f1_tol2
edge_extraction,kodak24,kodim04,25,ectv,0.5423900646305918,0.9306268124024091,0.6853454903281408,0.18025858918128654,7891.0,4483.0,1.0,0.1,0.2,1.0,0.7443894326866376
edge_extraction,kodak24,kodim04,25,ectv_fidelity,0.9271468144044321,0.7481597144769128,0.8280919151030514,0.08246527777777778,3610.0,4483.0,1.0,0.1,0.2,1.0,0.8686808999857067
edge_extraction,kodak24,kodim04,25,bilateral_val,0.8863341968911918,0.6109747936649566,0.7233348046119059,0.07054093567251463,3088.0,4483.0,1.0,0.1,0.2,1.0,0.7748097613216239
edge_extraction,kodak24,kodim04,25,pm_diff_val,0.8703071672354948,0.797233995092572,0.832169514693334,0.09370431286549707,4102.0,4483.0,1.0,0.1,0.2,1.0,0.8858486920733074
edge_extraction,kodak24,kodim04,25,wavelet_bayes,0.7632149046793761,0.7845192951148784,0.7737204736056462,0.10544590643274854,4616.0,4483.0,1.0,0.1,0.2,1.0,0.8564012221364661
edge_extraction,kodak24,kodim04,25,nlm,0.9560201874549387,0.6076288199866161,0.7430125502872366,0.06336805555555555,2774.0,4483.0,1.0,0.1,0.2,1.0,0.7902581439054536
edge_extraction,kodak24,kodim04,25,bm3d,0.943669119512814,0.8340397055543163,0.8854740478092044,0.0900264985380117,3941.0,4483.0,1.0,0.1,0.2,1.0,0.9116088688330131
edge_extraction,kodak24,kodim04,25,fdncnn_color,0.940400586223742,0.8603613651572608,0.8986022072908203,0.09352156432748537,4094.0,4483.0,1.0,0.1,0.2,1.0,0.9221376913850852
edge_extraction,kodak24,kodim04,25,ectv_fdncnn,0.940400586223742,0.8603613651572608,0.8986022072908203,0.09352156432748537,4094.0,4483.0,1.0,0.1,0.2,1.0,0.9221376913850852
edge_extraction,kodak24,kodim04,50,noisy,0.30068261647557826,0.9449029667633281,0.4561965073859397,0.34468658625730997,15089.0,4483.0,1.0,0.1,0.2,1.0,0.5603763031041555
edge_extraction,kodak24,kodim04,50,tv_maxiter,0.32772225144660705,0.9179121124247156,0.48299923772015396,0.30397934941520466,13307.0,4483.0,1.0,0.1,0.2,1.0,0.5815190266368903
edge_extraction,kodak24,kodim04,50,tv_fixedk_val,0.3279933814681107,0.9176890475128262,0.48326271098841644,0.30372807017543857,13296.0,4483.0,1.0,0.1,0.2,1.0,0.5814833286048543
edge_extraction,kodak24,kodim04,50,tv_discrepancy,0.32772225144660705,0.9179121124247156,0.48299923772015396,0.30397934941520466,13307.0,4483.0,1.0,0.1,0.2,1.0,0.5815190266368903
edge_extraction,kodak24,kodim04,50,tv_chambolle_val,0.6980997624703088,0.6553647111309391,0.6760575664828582,0.09617141812865497,4210.0,4483.0,1.0,0.1,0.2,1.0,0.7695405901460405
edge_extraction,kodak24,kodim04,50,ectv,0.32772225144660705,0.9179121124247156,0.48299923772015396,0.30397934941520466,13307.0,4483.0,1.0,0.1,0.2,1.0,0.5815190266368903
edge_extraction,kodak24,kodim04,50,ectv_fidelity,0.8584100989423405,0.5632389025206335,0.6801819036110432,0.06695449561403509,2931.0,4483.0,1.0,0.1,0.2,1.0,0.7525484879532351
edge_extraction,kodak24,kodim04,50,bilateral_val,0.6474735605170387,0.48962748159714475,0.5575948611343549,0.07775950292397661,3404.0,4483.0,1.0,0.1,0.2,1.0,0.6595397075007879
edge_extraction,kodak24,kodim04,50,pm_diff_val,0.4947909233623519,0.773142984608521,0.6034133622276511,0.16006487573099415,7007.0,4483.0,1.0,0.1,0.2,1.0,0.6892628412604216
edge_extraction,kodak24,kodim04,50,wavelet_bayes,0.552234993614304,0.5001115324559446,0.5248824072495911,0.08943256578947369,3915.0,4483.0,1.0,0.1,0.2,1.0,0.6982742669357752
edge_extraction,kodak24,kodim04,50,nlm,0.8785046728971962,0.40999330805264333,0.5590711701625064,0.046440972222222224,2033.0,4483.0,1.0,0.1,0.2,1.0,0.625326900784562
edge_extraction,kodak24,kodim04,50,bm3d,0.879908283175695,0.6955163952710238,0.7769214811169055,0.07970120614035088,3489.0,4483.0,1.0,0.1,0.2,1.0,0.8388375175087428
edge_extraction,kodak24,kodim04,50,fdncnn_color,0.9233029679694388,0.7046620566584876,0.799300425360096,0.07773665935672515,3403.0,4483.0,1.0,0.1,0.2,1.0,0.8490352858253578
edge_extraction,kodak24,kodim04,50,ectv_fdncnn,0.9233029679694388,0.7046620566584876,0.799300425360096,0.07773665935672515,3403.0,4483.0,1.0,0.1,0.2,1.0,0.8490352858253578
edge_extraction,kodak24,kodim05,25,noisy,0.8183481858688734,0.9650342987804879,0.8856586565203658,0.28709795321637427,12568.0,10496.0,1.0,0.1,0.2,1.0,0.9332706022033079
edge_extraction,kodak24,kodim05,25,tv_maxiter,0.9458328864099539,0.8646150914634146,0.9034022491527756,0.21297057748538012,9323.0,10496.0,1.0,0.1,0.2,1.0,0.9402205720589706
edge_extraction,kodak24,kodim05,25,tv_fixedk_val,0.9478045630650022,0.8638528963414634,0.9038835820957019,0.2122624269005848,9292.0,10496.0,1.0,0.1,0.2,1.0,0.9410814267721589
edge_extraction,kodak24,kodim05,25,tv_discrepancy,0.9458328864099539,0.8646150914634146,0.9034022491527756,0.21297057748538012,9323.0,10496.0,1.0,0.1,0.2,1.0,0.9402205720589706
edge_extraction,kodak24,kodim05,25,tv_chambolle_val,0.9780008249690637,0.7086509146341463,0.8218189479830866,0.16614126461988304,7273.0,10496.0,1.0,0.1,0.2,1.0,0.8642866286392434
edge_extraction,kodak24,kodim05,25,ectv,0.8840182648401826,0.9318788109756098,0.907317821578516,0.2501370614035088,10950.0,10496.0,1.0,0.1,0.2,1.0,0.947607413935669
edge_extraction,kodak24,kodim05,25,ectv_fidelity,0.9780616853787586,0.7536204268292683,0.8512962738416822,0.17701480263157895,7749.0,10496.0,1.0,0.1,0.2,1.0,0.8884432752859357
edge_extraction,kodak24,kodim05,25,bilateral_val,0.9285194174757282,0.7413300304878049,0.8244328001009499,0.18823099415204678,8240.0,10496.0,1.0,0.1,0.2,1.0,0.8744702793080354
edge_extraction,kodak24,kodim05,25,pm_diff_val,0.9604294848594522,0.79296875,0.8687023323405945,0.18935032894736842,8289.0,10496.0,1.0,0.1,0.2,1.0,0.9162170681412192
edge_extraction,kodak24,kodim05,25,wavelet_bayes,0.9102705965194648,0.8772865853658537,0.8934742804000914,0.2270879020467836,9941.0,10496.0,1.0,0.1,0.2,1.0,0.9384095825185961
edge_extraction,kodak24,kodim05,25,nlm,0.9852853745541023,0.6655868902439024,0.7944806420653076,0.15369152046783627,6728.0,10496.0,1.0,0.1,0.2,1.0,0.8287412974173101
edge_extraction,kodak24,kodim05,25,bm3d,0.9578859585114146,0.891673018292683,0.9235942995252969,0.21913834064327486,9593.0,10496.0,1.0,0.1,0.2,1.0,0.9524474069540908
edge_extraction,kodak24,kodim05,25,fdncnn_color,0.9615149664019548,0.9076791158536586,0.9338217607993026,0.22436951754385964,9822.0,10496.0,1.0,0.1,0.2,1.0,0.9609075793012994
edge_extraction,kodak24,kodim05,25,ectv_fdncnn,0.9615149664019548,0.9076791158536586,0.9338217607993026,0.22436951754385964,9822.0,10496.0,1.0,0.1,0.2,1.0,0.9609075793012994
edge_extraction,kodak24,kodim05,50,noisy,0.7245732825504303,0.9440739329268293,0.81988660299947,0.32387609649122806,14178.0,10496.0,1.0,0.1,0.2,1.0,0.9102734419298809
edge_extraction,kodak24,kodim05,50,tv_maxiter,0.7627677100494233,0.913109756097561,0.8311951819289366,0.29118695175438597,12747.0,10496.0,1.0,0.1,0.2,1.0,0.9146759499105976
edge_extraction,kodak24,kodim05,50,tv_fixedk_val,0.7627797408716137,0.9127286585365854,0.8310443921266387,0.2909128289473684,12735.0,10496.0,1.0,0.1,0.2,1.0,0.9145573721923804
edge_extraction,kodak24,kodim05,50,tv_discrepancy,0.7627677100494233,0.913109756097561,0.8311951819289366,0.29118695175438597,12747.0,10496.0,1.0,0.1,0.2,1.0,0.9146759499105976
edge_extraction,kodak24,kodim05,50,tv_chambolle_val,0.9343397599126956,0.5141006097560976,0.6632577361818773,0.125593932748538,5498.0,10496.0,1.0,0.1,0.2,1.0,0.74354478380459
edge_extraction,kodak24,kodim05,50,ectv,0.7627677100494233,0.913109756097561,0.8311951819289366,0.29118695175438597,12747.0,10496.0,1.0,0.1,0.2,1.0,0.9146759499105976
edge_extraction,kodak24,kodim05,50,ectv_fidelity,0.950720512364348,0.5316310975609756,0.68193347121936,0.12840369152046785,5621.0,10496.0,1.0,0.1,0.2,1.0,0.7530995872177463
edge_extraction,kodak24,kodim05,50,bilateral_val,0.7875807811182917,0.5425876524390244,0.6425225503062633,0.16260051169590642,7118.0,10496.0,1.0,0.1,0.2,1.0,0.7490182979098099
edge_extraction,kodak24,kodim05,50,pm_diff_val,0.8460139111824505,0.7788681402439024,0.8110536774588911,0.21347313596491227,9345.0,10496.0,1.0,0.1,0.2,1.0,0.9031795347771974
edge_extraction,kodak24,kodim05,50,wavelet_bayes,0.8180725787070415,0.6698742378048781,0.7365931887472951,0.19010416666666666,8322.0,10496.0,1.0,0.1,0.2,1.0,0.8650438239384007
edge_extraction,kodak24,kodim05,50,nlm,0.9469964664310954,0.4602705792682927,0.6194625440868533,0.10990040204678363,4811.0,10496.0,1.0,0.1,0.2,1.0,0.6833711334381101
edge_extraction,kodak24,kodim05,50,bm3d,0.9400749063670412,0.6995045731707317,0.8021406761106552,0.17077850877192982,7476.0,10496.0,1.0,0.1,0.2,1.0,0.8628496802972048
edge_extraction,kodak24,kodim05,50,fdncnn_color,0.9394054878048781,0.7270388719512195,0.8196905011078868,0.17982456140350878,7872.0,10496.0,1.0,0.1,0.2,1.0,0.8753980894330807
