task,dataset,image,sigma255,seed,method,psnr,ssim,grad_corr,grad_mae,tv_input,tv_output,iterations,runtime,budget,removed,p,temporal_residual_fluctuation,gamma,lambda,alpha,eta,accepted
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,tv_discrepancy,27.818713261425675,0.7825062274932861,0.9506534337997437,0.025310136377811432,0.3002193868160248,0.07962966710329056,20,0.07263119999879564,,0.22058971971273422,0.7636462120215243,0.04485173895955086,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,tv_chambolle_val,26.443526779024253,0.7012932896614075,0.911290168762207,0.03367670625448227,0.3002193868160248,0.06266987323760986,0,0.013421899999229936,,,0.0,0.051212143152952194,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,gaussian_val,25.425860707639977,0.6990611553192139,0.8817887306213379,0.03376277536153793,0.3002193868160248,0.0641842633485794,0,0.000176199999259552,,,0.0,0.05934227257966995,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,median_val,23.400691793110507,0.5241069197654724,0.8004959225654602,0.04081811010837555,0.3002193868160248,0.05861486867070198,0,0.0005918999995628837,,,0.0,0.06795336306095123,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,bilateral_val,26.28205530760551,0.738771915435791,0.9399845004081726,0.027202419936656952,0.3002193868160248,0.11118771880865097,0,0.1450046999998449,,,0.0,0.04355308786034584,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,pm_diff_val,25.961240273739868,0.6919092535972595,0.9078832268714905,0.03292779624462128,0.3002193868160248,0.0576503723859787,5,0.00799879999976838,,,0.0,0.056010328233242035,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,wavelet_bayes,26.49480188577211,0.7290619015693665,0.9449124336242676,0.02380736917257309,0.3002193868160248,0.12620410323143005,0,0.0036273999994591577,,,0.0,0.05161743238568306,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,nlm,27.50730685443548,0.7236865162849426,0.9173234105110168,0.02862720564007759,0.3002193868160248,0.07875261455774307,0,0.04171160000078089,,,0.0,0.04282386973500252,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,bm3d,30.787851907936155,0.8885903358459473,0.9730498194694519,0.01625637896358967,0.3002193868160248,0.10161842405796051,0,1.423734100000729,,,0.0,0.030562851577997208,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,fdncnn_color,31.096860475828898,0.896101176738739,0.9760587215423584,0.015292360447347164,0.3002193868160248,0.10332567244768143,0,1.2283695999994961,,,0.0,0.0298819150775671,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_06,20,6,ectv_fdncnn,31.096860475828898,0.896101176738739,0.9760587215423584,0.015292360447347164,0.3002193868160248,0.10332567244768143,0,1.2312225999994553,0.31619728928517676,0.19689371436834335,0.7636462120215243,0.0298819150775671,0.32,,0.3333333333333333,1.0,1.0
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,noisy,22.162179970152813,0.5869922637939453,0.9365315437316895,0.029846493154764175,0.29997000098228455,0.29997000098228455,0,0.0,0.0,0.0,0.0,0.08808248490095139,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,ectv,24.2402470011874,0.6668989062309265,0.9459176659584045,0.024769602343440056,0.29997000098228455,0.22551609575748444,2,0.03194240000084392,0.07445392071945282,0.07445390522480011,0.7636462120215243,0.06937038153409958,0.04,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,ectv_fidelity,26.769589379592244,0.6959366798400879,0.9081605076789856,0.03408960998058319,0.29997000098228455,0.0479259230196476,80,0.30609050000020943,0.31619728928517676,0.25204407796263695,0.7636462120215243,0.0480639822781086,0.32,0.12,0.3333333333333333,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,tv_maxiter,27.903797661359107,0.7848684191703796,0.9513063430786133,0.024963609874248505,0.29997000098228455,0.07926903665065765,20,0.07861889999912819,inf,0.2207009643316269,0.7636462120215243,0.04485173895955086,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,tv_fixedk_val,27.90384261015006,0.7841996550559998,0.9507388472557068,0.02513991668820381,0.29997000098228455,0.0790562629699707,40,0.15157560000079684,,0.22091373801231384,0.7636462120215243,0.04472934827208519,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,tv_discrepancy,27.903797661359107,0.7848684191703796,0.9513063430786133,0.024963609874248505,0.29997000098228455,0.07926903665065765,20,0.0739010999986931,,0.2207009643316269,0.7636462120215243,0.04485173895955086,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,tv_chambolle_val,26.554403734528407,0.7016711831092834,0.9129325151443481,0.03343663737177849,0.29997000098228455,0.06250151991844177,0,0.012469400000554742,,,0.0,0.051212143152952194,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,gaussian_val,25.595406741399707,0.7003552317619324,0.8892856240272522,0.03357543796300888,0.29997000098228455,0.0644882321357727,0,0.0001816000003600493,,,0.0,0.05934227257966995,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,median_val,23.705140004664955,0.5261206030845642,0.8130930662155151,0.04016142711043358,0.29997000098228455,0.05973401665687561,0,0.00058069999977306,,,0.0,0.06795336306095123,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,bilateral_val,26.34956854793132,0.741370439529419,0.9416890740394592,0.026995183899998665,0.29997000098228455,0.1107235848903656,0,0.1440855000000738,,,0.0,0.04355308786034584,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,pm_diff_val,26.101850473279082,0.6924955248832703,0.910963237285614,0.03263314068317413,0.29997000098228455,0.05757370963692665,5,0.009174499999062391,,,0.0,0.056010328233242035,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,wavelet_bayes,26.49836163377936,0.7301052212715149,0.9430853724479675,0.024074172601103783,0.29997000098228455,0.1246194913983345,0,0.003565600000001723,,,0.0,0.05161743238568306,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,nlm,27.513472979604966,0.7257383465766907,0.917801022529602,0.028660601004958153,0.29997000098228455,0.07734488695859909,0,0.04133170000022801,,,0.0,0.04282386973500252,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,bm3d,30.80205328894207,0.8898530602455139,0.973798930644989,0.015881076455116272,0.29997000098228455,0.10257693380117416,0,1.4303182999992714,,,0.0,0.030562851577997208,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,fdncnn_color,31.07067209561748,0.8966448903083801,0.9764785766601562,0.015061586163938046,0.29997000098228455,0.1038750559091568,0,1.2254830000001675,,,0.0,0.0298819150775671,,,,,
video_sequence,kodak24_synthetic_sequence,kodim01_frame_07,20,7,ectv_fdncnn,31.07067209561748,0.8966448903083801,0.9764785766601562,0.015061586163938046,0.29997000098228455,0.1038750559091568,0,1.2282080000004498,0.31619728928517676,0.19609494507312775,0.7636462120215243,0.0298819150775671,0.32,,0.3333333333333333,1.0,1.0
