task,dataset,image,sigma255,seed,method,psnr,ssim,grad_corr,grad_mae,tv_input,tv_output,iterations,runtime,budget,removed,p,gamma,lambda,alpha,eta,accepted
real_camera,polyu_full,NikonD800_8_100_6400_bulletin_8,0.9448019526748954,-1,ectv_fdncnn,39.42649956077346,0.9446685910224916,0.9881371259689332,0.004552649334073,0.0304596349596977,0.0304524544626474,0,1.9562729000008403,7.18096968283931e-06,7.180497050285339e-06,0.9992863891416864,0.32,,0.3333333333333333,0.0022339820861816,0.0
real_camera,polyu_full,NikonD800_8_125_6400_photo_19,0.84002429255961,-1,noisy,38.11488587067125,0.9576940536499025,0.9887965321540833,0.005681493319571,0.0403327494859695,0.0403327494859695,0,0.0,0.0,0.0,0.0,,,,,
real_camera,polyu_full,NikonD800_8_125_6400_photo_19,0.84002429255961,-1,fdncnn_color,38.41953554511061,0.9660460352897644,0.9892793893814088,0.0052893068641424,0.0403327494859695,0.0378129929304122,0,1.9401759000011225,,,0.0,,,,,
real_camera,polyu_full,NikonD800_8_125_6400_photo_19,0.84002429255961,-1,ectv_fdncnn,38.11547300482917,0.9577100872993468,0.9887973070144652,0.0056807659566402,0.0403327494859695,0.04032813757658,0,1.9833888000011937,4.614540820552915e-06,4.61190938949585e-06,0.9994358059049628,0.32,,0.3333333333333333,0.0016692280769348,0.0
real_camera,polyu_full,Sony_3-5_200_1600_classroom_10,0.7368655989304658,-1,noisy,40.070833889708325,0.9493391513824464,0.9934690594673156,0.0038182698190212,0.0397099629044532,0.0397099629044532,0,0.0,0.0,0.0,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_10,0.7368655989304658,-1,fdncnn_color,40.39137593213194,0.9535136222839355,0.9939708113670348,0.0035611630883067,0.0397099629044532,0.0372605249285697,0,1.943878100000802,,,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_10,0.7368655989304658,-1,ectv_fdncnn,40.07129314575899,0.9493465423583984,0.9934698939323424,0.0038179443217813,0.0397099629044532,0.0397071540355682,0,1.9831049000003984,2.816256213493628e-06,2.808868885040283e-06,0.9995658118998048,0.32,,0.3333333333333333,0.0009915828704833,0.0
real_camera,polyu_full,Sony_3-5_200_1600_classroom_13,0.8769660348281672,-1,noisy,41.03153788745152,0.9441709518432616,0.9914816617965698,0.0036935876123607,0.0310655068606138,0.0310655068606138,0,0.0,0.0,0.0,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_13,0.8769660348281672,-1,fdncnn_color,41.64232956347574,0.9518648982048036,0.9924803376197816,0.0034185654949396,0.0310655068606138,0.0281247701495885,0,1.924452699999165,,,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_13,0.8769660348281672,-1,ectv_fdncnn,41.0327424543548,0.9441866874694824,0.9914838671684264,0.0036930488422513,0.0310655068606138,0.0310600809752941,0,1.962720099998478,5.426061645282629e-06,5.425885319709778e-06,0.999385122843169,0.32,,0.3333333333333333,0.0015976428985595,0.0
real_camera,polyu_full,Sony_3-5_200_1600_classroom_14,0.5967620088113608,-1,noisy,40.77933832844999,0.9572811722755432,0.9958153963088988,0.0034799559507519,0.0364602878689765,0.0364602878689765,0,0.0,0.0,0.0,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_14,0.5967620088113608,-1,fdncnn_color,41.0804868408637,0.9616066813468932,0.9961854815483092,0.0032654905226081,0.0364602878689765,0.0345705077052116,0,2.6798511000015424,,,0.0,,,,,
real_camera,polyu_full,Sony_3-5_200_1600_classroom_14,0.5967620088113608,-1,ectv_fdncnn,40.77958708869805,0.9572851657867432,0.9958155751228333,0.0034798046108335,0.0364602878689765,0.0364590212702751,0,2.7420554000018456,1.2697528827362498e-06,1.2665987014770508e-06,0.9997151812364194,0.32,,0.3333333333333333,0.000575304031372,0.0
real_camera,polyu_full,Sony_4-5_125_1600_toy_10,1.4091440987180262,-1,noisy,38.05845269277344,0.9248458743095398,0.9649851322174072,0.0048322016373276,0.0321138948202133,0.0321138948202133,0,0.0,0.0,0.0,0.0,,,,,
real_camera,polyu_full,Sony_4-5_125_1600_toy_10,1.4091440987180262,-1,fdncnn_color,39.09716496292554,0.9449436068534852,0.9702123999595642,0.0042940648272633,0.0321138948202133,0.0272194687277078,0,1.9486610000003568,,,0.0,,,,,
real_camera,polyu_full,Sony_4-5_125_1600_toy_10,1.4091440987180262,-1,ectv_fdncnn,38.06508911678944,0.9249865412712096,0.9650241136550904,0.0048283981159329,0.0321138948202133,0.0320817790925502,0,1.9940841999996337,3.2117986651727785e-05,3.211572766304016e-05,0.9984139711469632,0.32,,0.3333333333333333,0.0058145523071289,0.0
